Id,Symbol,Date,Prev Close,Close Price,Momentum of Close Price,Volatility of Close Price,Momentum Bases on Index,Volatility Bases on Index0,TCS,17-Jun-2016,2558.3,2602.6,0,-0.0005153157117980828,0,0.6716332939241743
1,TCS,20-Jun-2016,2602.6,2659.3,0,-0.0006957262480566567,-1,0.6618978067593342
2,TCS,21-Jun-2016,2659.3,2651.2,0,-0.0012100616856372231,0,0.6635046133210075
3,TCS,22-Jun-2016,2651.2,2667.65,0,-0.001573288069332711,0,0.6674079137196097
4,TCS,23-Jun-2016,2667.65,2645.35,0,-0.0017035110996314268,0,0.6613202979080739
5,TCS,24-Jun-2016,2645.35,2573.95,0,-0.0019680077198525364,0,0.6356573065855262
6,TCS,27-Jun-2016,2573.95,2495.85,0,-0.0015168230721888257,0,0.6371362888476352
7,TCS,28-Jun-2016,2495.85,2463.95,0,-0.000960784633160929,0,0.6281604682031933
8,TCS,29-Jun-2016,2463.95,2502.9,0,-0.000834588264614729,0,0.6089177237037096
9,TCS,30-Jun-2016,2502.9,2553.1,0,-0.0009586705552957874,0,0.605311118026691
10,TCS,01-Jul-2016,2553.1,2500.85,0,-0.0009837878144950912,0,0.6067887467200784
11,TCS,04-Jul-2016,2500.85,2494.2,-1,-0.0007334425412878665,0,0.6026045414036031
12,TCS,05-Jul-2016,2494.2,2485.3,-1,-0.0007218098229477444,0,0.5994458466879202
13,TCS,07-Jul-2016,2485.3,2429.8,-1,-0.0009367317302329407,0,0.5851289791304473
14,TCS,08-Jul-2016,2429.8,2426.6,-1,-0.0009495408914676461,0,0.5768333032176134
15,TCS,11-Jul-2016,2426.6,2464.15,-1,-0.0009253482383315973,0,0.571034676544891
16,TCS,12-Jul-2016,2464.15,2464.95,-1,-0.0011064774414029704,0,0.5767314255579937
17,TCS,13-Jul-2016,2464.95,2493.1,0,-0.0012820995618533786,0,0.5691509707480163
18,TCS,14-Jul-2016,2493.1,2521.9,0,-0.0009202424845017946,0,0.5428210441686223
19,TCS,15-Jul-2016,2521.9,2445.35,0,-0.0008449234297521465,0,0.5420917553763289
20,TCS,18-Jul-2016,2445.35,2433.45,-1,-0.00024286461596557002,0,0.5383246107131073
21,TCS,19-Jul-2016,2433.45,2466.2,-1,-0.00026205197570686173,0,0.5425375592713381
22,TCS,20-Jul-2016,2466.2,2494.95,0,-0.00042494077749384286,0,0.5442339168320166
23,TCS,21-Jul-2016,2494.95,2506.05,0,-0.0005390720969664116,0,0.5365105883077306
24,TCS,22-Jul-2016,2506.05,2515.1,0,-0.0006306337510245321,0,0.5371916824595424
25,TCS,25-Jul-2016,2515.1,2558.95,0,-0.000590989361868548,0,0.5362390215845755
26,TCS,26-Jul-2016,2558.95,2552.6,0,-0.0008297490982495341,0,0.5507606413989599
27,TCS,27-Jul-2016,2552.6,2577.55,0,-0.000921808375004779,0,0.5452122357420888
28,TCS,28-Jul-2016,2577.55,2619.25,0,-0.0010429690551923957,0,0.5411178870119676
29,TCS,29-Jul-2016,2619.25,2619.3,0,-0.0011017641908709149,0,0.5382996755203
30,TCS,01-Aug-2016,2619.3,2708.25,0,-0.0007639504450337698,0,0.5318410289214864
31,TCS,02-Aug-2016,2708.25,2699.2,0,-0.001036225919159831,0,0.5217170448094357
32,TCS,03-Aug-2016,2699.2,2656.3,0,-0.0008783407562266791,0,0.5220776526454509
33,TCS,04-Aug-2016,2656.3,2652.0,0,-0.0006957490928027286,0,0.5335664204700185
34,TCS,05-Aug-2016,2652.0,2649.1,0,-0.0006795302362521539,0,0.5218066615926892
35,TCS,08-Aug-2016,2649.1,2649.5,0,-0.0006853648503312941,0,0.5311284700645967
36,TCS,09-Aug-2016,2649.5,2650.2,0,-0.0005973321998613745,0,0.5191065544996071
37,TCS,10-Aug-2016,2650.2,2675.4,0,-0.00046448068475044485,0,0.5238689462926207
38,TCS,11-Aug-2016,2675.4,2709.9,0,-0.0008697931251324263,0,0.5373982468330425
39,TCS,12-Aug-2016,2709.9,2738.45,0,-0.0009332415539745133,0,0.5362207466994995
40,TCS,16-Aug-2016,2738.45,2691.7,0,-0.0010874307981634994,0,0.5257166302453095
41,TCS,17-Aug-2016,2691.7,2624.55,0,-0.0008087189224579214,0,0.5261089074929269
42,TCS,18-Aug-2016,2624.55,2638.55,0,-0.0005743537406229424,0,0.5159099235051765
43,TCS,19-Aug-2016,2638.55,2603.5,0,-0.0008103426866188001,0,0.5171515582669172
44,TCS,22-Aug-2016,2603.5,2548.7,0,-0.00033008176869368404,0,0.5069289139567377
45,TCS,23-Aug-2016,2548.7,2601.05,0,-4.043730024653654e-05,0,0.5060296063088056
46,TCS,24-Aug-2016,2601.05,2572.05,0,-0.00022865822240278514,0,0.4961046239298659
47,TCS,25-Aug-2016,2572.05,2551.05,0,-0.00013182183109634573,0,0.4954155896224828
48,TCS,26-Aug-2016,2551.05,2524.95,0,-0.00035505049813097693,0,0.500306455864894
49,TCS,29-Aug-2016,2524.95,2500.55,0,-0.0003591265082155669,0,0.4998865284908298
50,TCS,30-Aug-2016,2500.55,2544.15,0,-0.00028449366031436333,0,0.5018983923646055
51,TCS,31-Aug-2016,2544.15,2511.3,0,-0.00031988576086816167,0,0.5088456348466305
